ID,path,num_shapes
73,/train_images/train_73.png,12
74,/train_images/train_74.png,8
75,/train_images/train_75.png,4
76,/train_images/train_76.png,10
77,/train_images/train_77.png,1
78,/train_images/train_78.png,3
79,/train_images/train_79.png,15
80,/train_images/train_80.png,8
81,/train_images/train_81.png,4
82,/train_images/train_82.png,1
83,/train_images/train_83.png,12
84,/train_images/train_84.png,2
85,/train_images/train_85.png,12
86,/train_images/train_86.png,14
87,/train_images/train_87.png,13
88,/train_images/train_88.png,2
89,/train_images/train_89.png,3
90,/train_images/train_90.png,7
91,/train_images/train_91.png,3
92,/train_images/train_92.png,1
93,/train_images/train_93.png,0
94,/train_images/train_94.png,2
95,/train_images/train_95.png,2
96,/train_images/train_96.png,7
97,/train_images/train_97.png,2
98,/train_images/train_98.png,14
99,/train_images/train_99.png,4
100,/train_images/train_100.png,3
101,/train_images/train_101.png,0
102,/train_images/train_102.png,15
103,/train_images/train_103.png,1
104,/train_images/train_104.png,8
105,/train_images/train_105.png,10
106,/train_images/train_106.png,2
107,/train_images/train_107.png,4
108,/train_images/train_108.png,2
109,/train_images/train_109.png,7
110,/train_images/train_110.png,3
111,/train_images/train_111.png,13
112,/train_images/train_112.png,14
113,/train_images/train_113.png,3
114,/train_images/train_114.png,3
115,/train_images/train_115.png,3
116,/train_images/train_116.png,3
117,/train_images/train_117.png,4
118,/train_images/train_118.png,4
119,/train_images/train_119.png,15
120,/train_images/train_120.png,3
121,/train_images/train_121.png,14
122,/train_images/train_122.png,13
123,/train_images/train_123.png,5
124,/train_images/train_124.png,1
125,/train_images/train_125.png,8
126,/train_images/train_126.png,1
127,/train_images/train_127.png,2
128,/train_images/train_128.png,3
129,/train_images/train_129.png,10
130,/train_images/train_130.png,2
131,/train_images/train_131.png,5
132,/train_images/train_132.png,11
133,/train_images/train_133.png,14
134,/train_images/train_134.png,1
135,/train_images/train_135.png,13
136,/train_images/train_136.png,7
137,/train_images/train_137.png,4
138,/train_images/train_138.png,12
139,/train_images/train_139.png,1
140,/train_images/train_140.png,14
141,/train_images/train_141.png,7
142,/train_images/train_142.png,10
143,/train_images/train_143.png,0
144,/train_images/train_144.png,3
145,/train_images/train_145.png,8
146,/train_images/train_146.png,2
147,/train_images/train_147.png,14
148,/train_images/train_148.png,2
149,/train_images/train_149.png,14
150,/train_images/train_150.png,3
151,/train_images/train_151.png,1
152,/train_images/train_152.png,7
153,/train_images/train_153.png,6
154,/train_images/train_154.png,13
155,/train_images/train_155.png,7
156,/train_images/train_156.png,2
157,/train_images/train_157.png,2
158,/train_images/train_158.png,15
159,/train_images/train_159.png,11
160,/train_images/train_160.png,10
161,/train_images/train_161.png,8
162,/train_images/train_162.png,3
163,/train_images/train_163.png,3
164,/train_images/train_164.png,9
165,/train_images/train_165.png,7
166,/train_images/train_166.png,6
167,/train_images/train_167.png,9
168,/train_images/train_168.png,15
169,/train_images/train_169.png,1
170,/train_images/train_170.png,3
171,/train_images/train_171.png,15
172,/train_images/train_172.png,2
173,/train_images/train_173.png,3
174,/train_images/train_174.png,3
175,/train_images/train_175.png,1
176,/train_images/train_176.png,2
177,/train_images/train_177.png,14
178,/train_images/train_178.png,1
179,/train_images/train_179.png,5
180,/train_images/train_180.png,0
181,/train_images/train_181.png,3
182,/train_images/train_182.png,1
183,/train_images/train_183.png,0
184,/train_images/train_184.png,1
185,/train_images/train_185.png,12
186,/train_images/train_186.png,15
187,/train_images/train_187.png,1
188,/train_images/train_188.png,2
189,/train_images/train_189.png,2
190,/train_images/train_190.png,4
191,/train_images/train_191.png,8
192,/train_images/train_192.png,13
193,/train_images/train_193.png,10
194,/train_images/train_194.png,2
195,/train_images/train_195.png,4
196,/train_images/train_196.png,1
197,/train_images/train_197.png,4
198,/train_images/train_198.png,9
199,/train_images/train_199.png,1
200,/train_images/train_200.png,8
201,/train_images/train_201.png,10
202,/train_images/train_202.png,9
203,/train_images/train_203.png,3
204,/train_images/train_204.png,7
205,/train_images/train_205.png,3
206,/train_images/train_206.png,3
207,/train_images/train_207.png,12
208,/train_images/train_208.png,12
209,/train_images/train_209.png,4
210,/train_images/train_210.png,3
211,/train_images/train_211.png,2
212,/train_images/train_212.png,8
213,/train_images/train_213.png,0
214,/train_images/train_214.png,3
215,/train_images/train_215.png,8
216,/train_images/train_216.png,11
217,/train_images/train_217.png,11
218,/train_images/train_218.png,13
219,/train_images/train_219.png,4
220,/train_images/train_220.png,5
221,/train_images/train_221.png,3
222,/train_images/train_222.png,3
223,/train_images/train_223.png,10
224,/train_images/train_224.png,5
225,/train_images/train_225.png,2
226,/train_images/train_226.png,9
227,/train_images/train_227.png,14
228,/train_images/train_228.png,13
229,/train_images/train_229.png,12
230,/train_images/train_230.png,7
231,/train_images/train_231.png,7
232,/train_images/train_232.png,3
233,/train_images/train_233.png,13
234,/train_images/train_234.png,14
235,/train_images/train_235.png,15
236,/train_images/train_236.png,11
237,/train_images/train_237.png,7
238,/train_images/train_238.png,2
239,/train_images/train_239.png,9
240,/train_images/train_240.png,7
241,/train_images/train_241.png,5
242,/train_images/train_242.png,4
243,/train_images/train_243.png,14
244,/train_images/train_244.png,13
245,/train_images/train_245.png,8
246,/train_images/train_246.png,15
247,/train_images/train_247.png,9
248,/train_images/train_248.png,6
249,/train_images/train_249.png,7
250,/train_images/train_250.png,2
251,/train_images/train_251.png,2
252,/train_images/train_252.png,1
253,/train_images/train_253.png,11
254,/train_images/train_254.png,14
255,/train_images/train_255.png,8
256,/train_images/train_256.png,5
257,/train_images/train_257.png,9
258,/train_images/train_258.png,7
259,/train_images/train_259.png,8
260,/train_images/train_260.png,2
261,/train_images/train_261.png,3
262,/train_images/train_262.png,2
263,/train_images/train_263.png,2
264,/train_images/train_264.png,1
265,/train_images/train_265.png,9
266,/train_images/train_266.png,3
267,/train_images/train_267.png,1
268,/train_images/train_268.png,14
269,/train_images/train_269.png,3
270,/train_images/train_270.png,4
271,/train_images/train_271.png,10
272,/train_images/train_272.png,7
273,/train_images/train_273.png,14
274,/train_images/train_274.png,3
275,/train_images/train_275.png,0
276,/train_images/train_276.png,14
277,/train_images/train_277.png,8
278,/train_images/train_278.png,12
279,/train_images/train_279.png,3
280,/train_images/train_280.png,3
281,/train_images/train_281.png,8
282,/train_images/train_282.png,8
283,/train_images/train_283.png,13
284,/train_images/train_284.png,1
285,/train_images/train_285.png,3
286,/train_images/train_286.png,2
287,/train_images/train_287.png,7
288,/train_images/train_288.png,11
289,/train_images/train_289.png,2
290,/train_images/train_290.png,14
291,/train_images/train_291.png,2
292,/train_images/train_292.png,7
293,/train_images/train_293.png,7
294,/train_images/train_294.png,5
295,/train_images/train_295.png,15
296,/train_images/train_296.png,2
297,/train_images/train_297.png,5
298,/train_images/train_298.png,2
299,/train_images/train_299.png,10
300,/train_images/train_300.png,3
301,/train_images/train_301.png,5
302,/train_images/train_302.png,12
303,/train_images/train_303.png,2
304,/train_images/train_304.png,10
305,/train_images/train_305.png,5
306,/train_images/train_306.png,11
307,/train_images/train_307.png,2
308,/train_images/train_308.png,2
309,/train_images/train_309.png,7
310,/train_images/train_310.png,9
311,/train_images/train_311.png,3
312,/train_images/train_312.png,9
313,/train_images/train_313.png,15
314,/train_images/train_314.png,2
315,/train_images/train_315.png,13
316,/train_images/train_316.png,1
317,/train_images/train_317.png,15
318,/train_images/train_318.png,12
319,/train_images/train_319.png,2
320,/train_images/train_320.png,3
321,/train_images/train_321.png,10
322,/train_images/train_322.png,8
323,/train_images/train_323.png,7
324,/train_images/train_324.png,4
325,/train_images/train_325.png,12
326,/train_images/train_326.png,4
327,/train_images/train_327.png,13
328,/train_images/train_328.png,2
329,/train_images/train_329.png,13
330,/train_images/train_330.png,2
331,/train_images/train_331.png,2
332,/train_images/train_332.png,9
333,/train_images/train_333.png,10
334,/train_images/train_334.png,10
335,/train_images/train_335.png,13
336,/train_images/train_336.png,7
337,/train_images/train_337.png,14
338,/train_images/train_338.png,10
339,/train_images/train_339.png,7
340,/train_images/train_340.png,4
341,/train_images/train_341.png,5
342,/train_images/train_342.png,8
343,/train_images/train_343.png,9
344,/train_images/train_344.png,12
345,/train_images/train_345.png,13
346,/train_images/train_346.png,7
347,/train_images/train_347.png,14
348,/train_images/train_348.png,13
349,/train_images/train_349.png,2
350,/train_images/train_350.png,11
351,/train_images/train_351.png,2
352,/train_images/train_352.png,9
353,/train_images/train_353.png,9
354,/train_images/train_354.png,9
355,/train_images/train_355.png,11
356,/train_images/train_356.png,7
357,/train_images/train_357.png,14
358,/train_images/train_358.png,13
359,/train_images/train_359.png,15
360,/train_images/train_360.png,1
361,/train_images/train_361.png,8
362,/train_images/train_362.png,13
363,/train_images/train_363.png,3
364,/train_images/train_364.png,3
365,/train_images/train_365.png,2
366,/train_images/train_366.png,1
367,/train_images/train_367.png,9
368,/train_images/train_368.png,8
369,/train_images/train_369.png,14
370,/train_images/train_370.png,9
371,/train_images/train_371.png,10
372,/train_images/train_372.png,15
373,/train_images/train_373.png,0
374,/train_images/train_374.png,9
375,/train_images/train_375.png,2
376,/train_images/train_376.png,12
377,/train_images/train_377.png,0
378,/train_images/train_378.png,3
379,/train_images/train_379.png,8
380,/train_images/train_380.png,6
381,/train_images/train_381.png,3
382,/train_images/train_382.png,1
383,/train_images/train_383.png,1
384,/train_images/train_384.png,0
385,/train_images/train_385.png,5
386,/train_images/train_386.png,0
387,/train_images/train_387.png,0
388,/train_images/train_388.png,3
389,/train_images/train_389.png,9
390,/train_images/train_390.png,7
391,/train_images/train_391.png,2
392,/train_images/train_392.png,12
393,/train_images/train_393.png,10
394,/train_images/train_394.png,2
395,/train_images/train_395.png,2
396,/train_images/train_396.png,0
397,/train_images/train_397.png,11
398,/train_images/train_398.png,4
399,/train_images/train_399.png,13
400,/train_images/train_400.png,13
401,/train_images/train_401.png,3
402,/train_images/train_402.png,5
403,/train_images/train_403.png,4
404,/train_images/train_404.png,7
405,/train_images/train_405.png,15
406,/train_images/train_406.png,1
407,/train_images/train_407.png,3
408,/train_images/train_408.png,3
409,/train_images/train_409.png,13
410,/train_images/train_410.png,3
411,/train_images/train_411.png,7
412,/train_images/train_412.png,2
413,/train_images/train_413.png,2
414,/train_images/train_414.png,13
415,/train_images/train_415.png,15
416,/train_images/train_416.png,5
417,/train_images/train_417.png,5
418,/train_images/train_418.png,4
419,/train_images/train_419.png,2
420,/train_images/train_420.png,0
421,/train_images/train_421.png,2
422,/train_images/train_422.png,13
423,/train_images/train_423.png,9
424,/train_images/train_424.png,6
425,/train_images/train_425.png,13
426,/train_images/train_426.png,11
427,/train_images/train_427.png,12
428,/train_images/train_428.png,3
429,/train_images/train_429.png,3
430,/train_images/train_430.png,8
431,/train_images/train_431.png,13
432,/train_images/train_432.png,0
433,/train_images/train_433.png,3
434,/train_images/train_434.png,7
435,/train_images/train_435.png,12
436,/train_images/train_436.png,12
437,/train_images/train_437.png,14
438,/train_images/train_438.png,4
439,/train_images/train_439.png,12
440,/train_images/train_440.png,2
441,/train_images/train_441.png,4
442,/train_images/train_442.png,4
443,/train_images/train_443.png,13
444,/train_images/train_444.png,8
445,/train_images/train_445.png,11
446,/train_images/train_446.png,0
447,/train_images/train_447.png,6
448,/train_images/train_448.png,2
449,/train_images/train_449.png,1
450,/train_images/train_450.png,9
451,/train_images/train_451.png,8
452,/train_images/train_452.png,13
453,/train_images/train_453.png,11
454,/train_images/train_454.png,8
455,/train_images/train_455.png,0
456,/train_images/train_456.png,12
457,/train_images/train_457.png,4
458,/train_images/train_458.png,1
459,/train_images/train_459.png,8
460,/train_images/train_460.png,15
461,/train_images/train_461.png,10
462,/train_images/train_462.png,2
463,/train_images/train_463.png,4
464,/train_images/train_464.png,9
465,/train_images/train_465.png,5
466,/train_images/train_466.png,7
467,/train_images/train_467.png,10
468,/train_images/train_468.png,2
469,/train_images/train_469.png,10
470,/train_images/train_470.png,0
471,/train_images/train_471.png,15
472,/train_images/train_472.png,3
473,/train_images/train_473.png,13
474,/train_images/train_474.png,15
475,/train_images/train_475.png,3
476,/train_images/train_476.png,1
477,/train_images/train_477.png,12
478,/train_images/train_478.png,3
479,/train_images/train_479.png,13
480,/train_images/train_480.png,2
481,/train_images/train_481.png,9
482,/train_images/train_482.png,3
483,/train_images/train_483.png,3
484,/train_images/train_484.png,1
485,/train_images/train_485.png,13
486,/train_images/train_486.png,12
487,/train_images/train_487.png,12
488,/train_images/train_488.png,14
489,/train_images/train_489.png,12
490,/train_images/train_490.png,8
491,/train_images/train_491.png,15
492,/train_images/train_492.png,7
493,/train_images/train_493.png,3
494,/train_images/train_494.png,6
495,/train_images/train_495.png,4
496,/train_images/train_496.png,2
497,/train_images/train_497.png,11
498,/train_images/train_498.png,2
499,/train_images/train_499.png,5
500,/train_images/train_500.png,7
501,/train_images/train_501.png,3
502,/train_images/train_502.png,1
503,/train_images/train_503.png,10
504,/train_images/train_504.png,3
505,/train_images/train_505.png,2
506,/train_images/train_506.png,9
507,/train_images/train_507.png,3
508,/train_images/train_508.png,3
509,/train_images/train_509.png,8
510,/train_images/train_510.png,14
511,/train_images/train_511.png,11
512,/train_images/train_512.png,4
513,/train_images/train_513.png,10
514,/train_images/train_514.png,15
515,/train_images/train_515.png,2
516,/train_images/train_516.png,6
517,/train_images/train_517.png,14
518,/train_images/train_518.png,10
519,/train_images/train_519.png,14
520,/train_images/train_520.png,0
521,/train_images/train_521.png,8
522,/train_images/train_522.png,9
523,/train_images/train_523.png,2
524,/train_images/train_524.png,4
525,/train_images/train_525.png,12
526,/train_images/train_526.png,9
527,/train_images/train_527.png,9
528,/train_images/train_528.png,3
529,/train_images/train_529.png,4
530,/train_images/train_530.png,13
531,/train_images/train_531.png,0
532,/train_images/train_532.png,4
533,/train_images/train_533.png,3
534,/train_images/train_534.png,2
535,/train_images/train_535.png,9
536,/train_images/train_536.png,11
537,/train_images/train_537.png,4
538,/train_images/train_538.png,0
539,/train_images/train_539.png,3
540,/train_images/train_540.png,1
541,/train_images/train_541.png,11
542,/train_images/train_542.png,13
543,/train_images/train_543.png,15
544,/train_images/train_544.png,2
545,/train_images/train_545.png,11
546,/train_images/train_546.png,7
547,/train_images/train_547.png,9
548,/train_images/train_548.png,2
549,/train_images/train_549.png,15
550,/train_images/train_550.png,15
551,/train_images/train_551.png,1
552,/train_images/train_552.png,15
553,/train_images/train_553.png,1
554,/train_images/train_554.png,1
555,/train_images/train_555.png,5
556,/train_images/train_556.png,4
557,/train_images/train_557.png,8
558,/train_images/train_558.png,2
559,/train_images/train_559.png,1
560,/train_images/train_560.png,8
561,/train_images/train_561.png,13
562,/train_images/train_562.png,4
563,/train_images/train_563.png,8
564,/train_images/train_564.png,15
565,/train_images/train_565.png,11
566,/train_images/train_566.png,9
567,/train_images/train_567.png,2
568,/train_images/train_568.png,4
569,/train_images/train_569.png,11
570,/train_images/train_570.png,10
571,/train_images/train_571.png,7
572,/train_images/train_572.png,14
573,/train_images/train_573.png,7
574,/train_images/train_574.png,3
575,/train_images/train_575.png,12
576,/train_images/train_576.png,1
577,/train_images/train_577.png,3
578,/train_images/train_578.png,7
579,/train_images/train_579.png,11
580,/train_images/train_580.png,11
581,/train_images/train_581.png,15
582,/train_images/train_582.png,1
583,/train_images/train_583.png,2
584,/train_images/train_584.png,9
585,/train_images/train_585.png,2
586,/train_images/train_586.png,9
587,/train_images/train_587.png,13
588,/train_images/train_588.png,13
589,/train_images/train_589.png,7
590,/train_images/train_590.png,4
591,/train_images/train_591.png,2
592,/train_images/train_592.png,10
593,/train_images/train_593.png,4
594,/train_images/train_594.png,15
595,/train_images/train_595.png,10
596,/train_images/train_596.png,4
597,/train_images/train_597.png,14
598,/train_images/train_598.png,6
599,/train_images/train_599.png,13
600,/train_images/train_600.png,11
601,/train_images/train_601.png,14
602,/train_images/train_602.png,3
603,/train_images/train_603.png,3
604,/train_images/train_604.png,2
605,/train_images/train_605.png,4
606,/train_images/train_606.png,3
607,/train_images/train_607.png,12
608,/train_images/train_608.png,9
609,/train_images/train_609.png,9
610,/train_images/train_610.png,0
611,/train_images/train_611.png,13
612,/train_images/train_612.png,2
613,/train_images/train_613.png,2
614,/train_images/train_614.png,12
615,/train_images/train_615.png,5
616,/train_images/train_616.png,11
617,/train_images/train_617.png,10
618,/train_images/train_618.png,11
619,/train_images/train_619.png,12
620,/train_images/train_620.png,1
621,/train_images/train_621.png,2
622,/train_images/train_622.png,15
623,/train_images/train_623.png,3
624,/train_images/train_624.png,2
625,/train_images/train_625.png,15
626,/train_images/train_626.png,9
627,/train_images/train_627.png,12
628,/train_images/train_628.png,13
629,/train_images/train_629.png,2
630,/train_images/train_630.png,15
631,/train_images/train_631.png,15
632,/train_images/train_632.png,11
633,/train_images/train_633.png,14
634,/train_images/train_634.png,11
635,/train_images/train_635.png,9
636,/train_images/train_636.png,10
637,/train_images/train_637.png,15
638,/train_images/train_638.png,7
639,/train_images/train_639.png,7
640,/train_images/train_640.png,7
641,/train_images/train_641.png,13
642,/train_images/train_642.png,3
643,/train_images/train_643.png,14
644,/train_images/train_644.png,14
645,/train_images/train_645.png,2
646,/train_images/train_646.png,7
647,/train_images/train_647.png,11
648,/train_images/train_648.png,3
649,/train_images/train_649.png,2
650,/train_images/train_650.png,15
651,/train_images/train_651.png,7
652,/train_images/train_652.png,5
653,/train_images/train_653.png,11
654,/train_images/train_654.png,3
655,/train_images/train_655.png,12
656,/train_images/train_656.png,1
657,/train_images/train_657.png,5
658,/train_images/train_658.png,2
659,/train_images/train_659.png,1
660,/train_images/train_660.png,0
661,/train_images/train_661.png,9
662,/train_images/train_662.png,6
663,/train_images/train_663.png,12
664,/train_images/train_664.png,7
665,/train_images/train_665.png,1
666,/train_images/train_666.png,14
667,/train_images/train_667.png,12
668,/train_images/train_668.png,5
669,/train_images/train_669.png,13
670,/train_images/train_670.png,12
671,/train_images/train_671.png,3
672,/train_images/train_672.png,11
673,/train_images/train_673.png,2
674,/train_images/train_674.png,7
675,/train_images/train_675.png,9
676,/train_images/train_676.png,8
677,/train_images/train_677.png,14
678,/train_images/train_678.png,7
679,/train_images/train_679.png,13
680,/train_images/train_680.png,7
681,/train_images/train_681.png,10
682,/train_images/train_682.png,10
683,/train_images/train_683.png,2
684,/train_images/train_684.png,2
685,/train_images/train_685.png,15
686,/train_images/train_686.png,9
687,/train_images/train_687.png,3
688,/train_images/train_688.png,0
689,/train_images/train_689.png,14
690,/train_images/train_690.png,14
691,/train_images/train_691.png,11
692,/train_images/train_692.png,15
693,/train_images/train_693.png,3
694,/train_images/train_694.png,4
695,/train_images/train_695.png,15
696,/train_images/train_696.png,7
697,/train_images/train_697.png,3
698,/train_images/train_698.png,1
699,/train_images/train_699.png,11
700,/train_images/train_700.png,15
701,/train_images/train_701.png,11
702,/train_images/train_702.png,7
703,/train_images/train_703.png,4
704,/train_images/train_704.png,0
705,/train_images/train_705.png,14
706,/train_images/train_706.png,7
707,/train_images/train_707.png,9
708,/train_images/train_708.png,10
709,/train_images/train_709.png,3
710,/train_images/train_710.png,15
711,/train_images/train_711.png,2
712,/train_images/train_712.png,12
713,/train_images/train_713.png,7
714,/train_images/train_714.png,1
715,/train_images/train_715.png,3
716,/train_images/train_716.png,9
717,/train_images/train_717.png,3
718,/train_images/train_718.png,2
719,/train_images/train_719.png,12
720,/train_images/train_720.png,3
721,/train_images/train_721.png,10
722,/train_images/train_722.png,2
723,/train_images/train_723.png,9
724,/train_images/train_724.png,9
725,/train_images/train_725.png,5
726,/train_images/train_726.png,3
727,/train_images/train_727.png,9
728,/train_images/train_728.png,9
729,/train_images/train_729.png,13
730,/train_images/train_730.png,4
731,/train_images/train_731.png,3
732,/train_images/train_732.png,3
733,/train_images/train_733.png,11
734,/train_images/train_734.png,3
735,/train_images/train_735.png,13
736,/train_images/train_736.png,3
737,/train_images/train_737.png,2
738,/train_images/train_738.png,4
739,/train_images/train_739.png,14
740,/train_images/train_740.png,8
741,/train_images/train_741.png,9
742,/train_images/train_742.png,10
743,/train_images/train_743.png,2
744,/train_images/train_744.png,4
745,/train_images/train_745.png,3
746,/train_images/train_746.png,11
747,/train_images/train_747.png,3
748,/train_images/train_748.png,14
749,/train_images/train_749.png,0
750,/train_images/train_750.png,3
751,/train_images/train_751.png,1
752,/train_images/train_752.png,8
753,/train_images/train_753.png,14
754,/train_images/train_754.png,3
755,/train_images/train_755.png,7
756,/train_images/train_756.png,1
757,/train_images/train_757.png,2
758,/train_images/train_758.png,4
759,/train_images/train_759.png,3
760,/train_images/train_760.png,9
761,/train_images/train_761.png,10
762,/train_images/train_762.png,15
763,/train_images/train_763.png,12
764,/train_images/train_764.png,8
765,/train_images/train_765.png,8
766,/train_images/train_766.png,15
767,/train_images/train_767.png,2
768,/train_images/train_768.png,15
769,/train_images/train_769.png,11
770,/train_images/train_770.png,14
771,/train_images/train_771.png,15
772,/train_images/train_772.png,7
773,/train_images/train_773.png,3
774,/train_images/train_774.png,7
775,/train_images/train_775.png,0
776,/train_images/train_776.png,10
777,/train_images/train_777.png,3
778,/train_images/train_778.png,15
779,/train_images/train_779.png,10
780,/train_images/train_780.png,8
781,/train_images/train_781.png,7
782,/train_images/train_782.png,1
783,/train_images/train_783.png,14
784,/train_images/train_784.png,12
785,/train_images/train_785.png,5
786,/train_images/train_786.png,1
787,/train_images/train_787.png,8
788,/train_images/train_788.png,2
789,/train_images/train_789.png,4
790,/train_images/train_790.png,10
791,/train_images/train_791.png,10
792,/train_images/train_792.png,1
793,/train_images/train_793.png,5
794,/train_images/train_794.png,1
795,/train_images/train_795.png,2
796,/train_images/train_796.png,10
797,/train_images/train_797.png,10
798,/train_images/train_798.png,1
799,/train_images/train_799.png,7
800,/train_images/train_800.png,2
801,/train_images/train_801.png,7
802,/train_images/train_802.png,5
803,/train_images/train_803.png,14
804,/train_images/train_804.png,15
805,/train_images/train_805.png,4
806,/train_images/train_806.png,8
807,/train_images/train_807.png,8
808,/train_images/train_808.png,13
809,/train_images/train_809.png,7
810,/train_images/train_810.png,13
811,/train_images/train_811.png,9
812,/train_images/train_812.png,3
813,/train_images/train_813.png,3
814,/train_images/train_814.png,9
815,/train_images/train_815.png,15
816,/train_images/train_816.png,3
817,/train_images/train_817.png,4
818,/train_images/train_818.png,12
819,/train_images/train_819.png,15
820,/train_images/train_820.png,0
821,/train_images/train_821.png,5
822,/train_images/train_822.png,13
823,/train_images/train_823.png,4
824,/train_images/train_824.png,11
825,/train_images/train_825.png,7
826,/train_images/train_826.png,1
827,/train_images/train_827.png,15
828,/train_images/train_828.png,3
829,/train_images/train_829.png,1
830,/train_images/train_830.png,12
831,/train_images/train_831.png,5
832,/train_images/train_832.png,11
833,/train_images/train_833.png,11
834,/train_images/train_834.png,11
835,/train_images/train_835.png,8
836,/train_images/train_836.png,5
837,/train_images/train_837.png,11
838,/train_images/train_838.png,8
839,/train_images/train_839.png,1
840,/train_images/train_840.png,12
841,/train_images/train_841.png,13
842,/train_images/train_842.png,10
843,/train_images/train_843.png,3
844,/train_images/train_844.png,4
845,/train_images/train_845.png,2
846,/train_images/train_846.png,14
847,/train_images/train_847.png,4
848,/train_images/train_848.png,13
849,/train_images/train_849.png,13
850,/train_images/train_850.png,12
851,/train_images/train_851.png,1
852,/train_images/train_852.png,7
853,/train_images/train_853.png,12
854,/train_images/train_854.png,1
855,/train_images/train_855.png,2
856,/train_images/train_856.png,10
857,/train_images/train_857.png,14
858,/train_images/train_858.png,4
859,/train_images/train_859.png,10
860,/train_images/train_860.png,2
861,/train_images/train_861.png,11
862,/train_images/train_862.png,9
863,/train_images/train_863.png,11
864,/train_images/train_864.png,15
865,/train_images/train_865.png,5
866,/train_images/train_866.png,7
867,/train_images/train_867.png,12
868,/train_images/train_868.png,1
869,/train_images/train_869.png,10
870,/train_images/train_870.png,7
871,/train_images/train_871.png,2
872,/train_images/train_872.png,1
873,/train_images/train_873.png,9
874,/train_images/train_874.png,11
875,/train_images/train_875.png,12
876,/train_images/train_876.png,9
877,/train_images/train_877.png,5
878,/train_images/train_878.png,4
879,/train_images/train_879.png,9
880,/train_images/train_880.png,1
881,/train_images/train_881.png,5
882,/train_images/train_882.png,10
883,/train_images/train_883.png,2
884,/train_images/train_884.png,8
885,/train_images/train_885.png,7
886,/train_images/train_886.png,11
887,/train_images/train_887.png,7
888,/train_images/train_888.png,3
889,/train_images/train_889.png,0
890,/train_images/train_890.png,9
891,/train_images/train_891.png,3
892,/train_images/train_892.png,3
893,/train_images/train_893.png,7
894,/train_images/train_894.png,14
895,/train_images/train_895.png,1
896,/train_images/train_896.png,12
897,/train_images/train_897.png,4
898,/train_images/train_898.png,10
899,/train_images/train_899.png,2
900,/train_images/train_900.png,4
901,/train_images/train_901.png,3
902,/train_images/train_902.png,10
903,/train_images/train_903.png,3
904,/train_images/train_904.png,2
905,/train_images/train_905.png,3
906,/train_images/train_906.png,2
907,/train_images/train_907.png,9
908,/train_images/train_908.png,11
909,/train_images/train_909.png,2
910,/train_images/train_910.png,7
911,/train_images/train_911.png,9
912,/train_images/train_912.png,9
913,/train_images/train_913.png,11
914,/train_images/train_914.png,5
915,/train_images/train_915.png,9
916,/train_images/train_916.png,4
917,/train_images/train_917.png,2
918,/train_images/train_918.png,2
919,/train_images/train_919.png,0
920,/train_images/train_920.png,5
921,/train_images/train_921.png,0
922,/train_images/train_922.png,14
923,/train_images/train_923.png,5
924,/train_images/train_924.png,4
925,/train_images/train_925.png,12
926,/train_images/train_926.png,9
927,/train_images/train_927.png,13
928,/train_images/train_928.png,3
929,/train_images/train_929.png,8
930,/train_images/train_930.png,8
931,/train_images/train_931.png,10
